business_id,noiseLevel
ccd6w9w81PUBmtV1DFXgig,1
UUGoM4q4i8rK2CBRS0xDAw,1
wJKTZXmoSO_4oGwbKfF4JQ,1
XbFVHYOv5MjoZcgz32Q19g,1
ow93ue9XJa0uesCmdnRhEw,1
UnouNrNq82DHYs5e8nGJNA,0
GYbkinu-02gQwxBAdIuGAA,1
aptY3THk297lTYK4xje7dA,1
x0TM2v8_A15NyA6Rm7AxFg,1
CNLiKD4dXz3AZk3KKQ65Ng,1
BjLXhrKdB3I3f3ODy0INRw,1
La_0EvTtRZOV-9AnG3ke6Q,3
9B44RcnOm5ko4tXzjhsoSw,1
tmCLmE3yfILnCC1EwhJ8gA,1
WM33kyvA8XfiL8lk2I2vcA,1
f48ilIDSfNyIJFuTIayBhQ,2
zMnev6ayIxndjTKTazMcpw,1
UNRkCTvBprmw7dE7q-Ae_Q,1
0anXSUX9KG5sQEzs-Of8Vg,0
2N6rQXypsq9P8Aiw62YzJQ,3
raHgmWxE8AVSivo92GX5Wg,1
D7LtO9PvVXfQjrDLZ2gxeg,1
8DXMeoz5BRqDMx9Dp3Qy1A,0
Re4lbcGNpkWduWDDsCXUbg,1
URtgQsTiGI5oDMem7xWZeg,2
BTtw9tkW4fw41L4s_PasrA,1
mOzxFBAHWwpuH7u5xP0oHw,1
XuklcV36NOY42qBcBx53Kg,3
M0pXDKKvnM5sc7ceisBD4Q,0
9eqyZBdiYfodB2tNfJHCHA,1
Z8O-Svr6gE_Ie1HVy1I8DQ,2
D_mVIUu5XyrHz-7U_z_pDg,1
OohttO16eei_cctxUKpRMg,0
20HHeLkwe6s2I-BXW08P7g,1
0tnZj3GkhKxPd9hT3HXt5A,1
78XbdLi5e42XDxgnxuYacg,1
grzKamxEuXTZrTkiztLQGg,2
5miOOTlAtDJQtTwuQXgYxw,1
dPqbKki9KBSFjxxLj_urwA,1
2g7BfzamlNGPP6jMZrt8kw,3
fKDyiIcFLkl-_5d4JsvBXA,1
0JoteSDMdGJSgYzk60vSdQ,0
OWMuTtopP_z7HsxS7A94vQ,1
WKK4pVmSvlZu-oUT63fwNQ,0
dC2yhxxVUSmjW1Db7IaKWQ,1
gf46U12A1oIIpq2sNt_PGg,0
eiCmPZXbZkVMR8ca9vAlvg,1
5B8dlAoL59SjTft330E9cw,1
H3VefbNVj3vLw7w5aC7d8w,1
DzZOOXfaj9xH-gKCv3fsbQ,1
dT9316C_MJjATvv7GByROg,3
Q-omXDU8qadIqEvftzu-tA,1
usaYivVXXF-3K4IrCG7vsg,1
Z86jtdt1HViqw-32A4qs0Q,0
gkIyPrNGpF4EGqoYWe2KBQ,2
ofXtrtsaKzPpVXFa8fHgiw,1
PMs-6_TdwGtkGeOkRH5iFg,0
US3auRxD_hqxqBduq9LpXw,1
2nbibYLTR96Nr2nk-1spdw,1
HzGeL_H3rkm5W9DkN9FQBw,1
rZetIv3kG8yHjS2FR6Cfbg,1
JO_hCJISMK3sz_RWhg2e0A,1
-rh_JBOdKDOTKGm1HyTaDA,1
Ani778by6sGFd-whUdFwCA,1
BHi4nZxX5oYYu175aSY4sw,1
-OD5KnGJk4Ld8IVa2jAuFA,2
O7aPHnyBUFWzPV2HjBpelQ,2
u29lf2yPd-qK5ThAS9FRQQ,0
R6cWq0FkVfV_Ee-YttlPyA,2
r7ykm0qmFV4Q88iKp-EGsw,1
zmfa8RNxqSuOJ9Nx-CMs_Q,1
QDd3TPw_1kc864RpZs6R6w,1
SPfF_haIT-Fwmx8J2BRWlA,0
WWWufR135GEXKynwYjLdGg,0
vMK3AyqdutemhwujSTY87g,0
3cu4pGmmMf-ZSL69nP1lKQ,1
ghwcjmCP3SEGzVPpZE_4Dg,1
hrvjRWqHOkPa9jBPpX1B8A,1
a6mYyhGgxWhnhrGDHzOTPA,1
tNJgmbODR-N0qdPGy4Vsrw,1
Q7ckyYqs9wh1gsRhcjEd0Q,0
J1MVP1oGbBnKVqriX4HDuQ,1
hAoNITpnIOMgNTzjbBig6Q,1
3MNIAr6j3GewojjUvO7nDA,1
0jAexNHRHhkQv4zNYqenBA,3
XRT9dhzPS1n9iqmb_8eJjw,1
7ddnq3YQSKguGK15etqGLQ,0
AN6HjBZeEcLgekQawgmS3w,1
zZoWJPYXK4AwBh0tn5pmsw,0
s1GznCHoaUF0Xv2rFwyN-Q,1
zqUSl5lvsdG4oLonqrMdOw,1
mJYzopHZZEXVJJrsue34aQ,0
50aSLCa4WH0YiljB6rCe7Q,3
PVcO40ibg8PwVhB_2igdUg,0
nTqTtm-aAJrT2lV6D4wigg,1
1VM4RVa2l6OYFhtUM9jwFw,3
UZJGHaZ26JQJxuU4u-sVMQ,0
xD4bjFpAcvKOWh_inZvkWg,1
IOwTrStIy6NinyquhBrLZQ,1
TB7bScfRFBJehXSu_1MMSw,1
i2sSSIrgQg1fVjqYXZLvNA,1
jCf84-Amxm91rbNAOJtAcg,1
POJL-N7Smw1UZMP_xldFwg,1
pKxVsJvj3s9UF1LcnnBrOw,3
NJ4S3JX56JEZGWlAfpF9kw,1
wJY74R0zAgjxvBf-d4gm9g,2
z8HtGSCKh8bLHNvL8Mo8AA,2
PbOFo16Y6seoj3cfcbnjmw,1
tf8Ge1hPe-zGZIHI2Cgvyg,1
uKukc4IFO4egaMsEd1y6vw,2
dH5tXaMTuyWQ21z53OeqbA,1
Hty6oLQ1_FSRW5XgZtWrXw,1
9YYBnnVT1j1Y61e6qb9oZQ,2
diXqpz9WOr4WLQq6uvARkg,3
vdCO-FA2L86XpMazfYlnVw,0
SWjKi3VJzq72d277NLSDCA,3
2TmOcEavT5T4aeu8J6ItRA,1
2mroQ_qD_5kLTv88zADnXg,1
6ZvyA9xE0bKGanHOTjLioA,1
CtgkC2uKfncBLlCPBeUKvw,1
jSP7YHuFyUoupH1reMkZlg,1
lo-GEcfXVGrDSDLtR5gI5w,1
HF-fLG3QaNepY151QKDNLA,2
HtIDJhLEUUmIyOGsBEs1Rg,0
2IHmggMLM-hDq4dFmwgzDw,1
gI6rLFU0jwO-wHEsl__5QQ,1
SPKNsdqFSI3kp5EMKyC0Mw,0
FdiKT3rO0PooQMAWCO4R5Q,0
9-jtewo0SHAyBRLljyyaGg,1
jOMtqF2XnRgOZ2eOVLoxGA,1
KyzPvdGPb2ubVlXJrS2QPA,0
KQrgpqBmIsBbdAn6CnfgCA,1
Fbodyr3N_oJIT90qXdAqGQ,0
QkwGJUT1rSRHRdjKFat7aQ,0
1j9BbuiaVYQWyXyUjb3rHg,1
ceh_LqoceQvPkJTHGdnWNg,1
eVurjy0t-82KGUfPf2ViGQ,0
TMEtXIh1PXsIryjTOmZWPQ,1
ryhFIQc4NbAZIfq3JUvf1Q,0
SqxIx0KbTmCvUlOfkjamew,1
7BK6vckOh2Ywq8ryy8P7Ow,1
tshN5rYRrzanHu4ZiwCVrA,1
keQlXWfz2K7GukqaReVyow,1
Abv02cQmJWnJqxWIXySaqw,0
5BPv_vAnRp5EKdmacqvrLw,1
uB6zt1CUBgAaSgKmtfwIzg,1
Opufpwe4jaf--LtDZ_AHiw,1
pzLXZ0qeiRilQ3vM-gS1wg,1
XTQWdGUh1Xtlk7e9kxBMwg,2
0jKTaXuuQ-l5PWL4jZnNQw,1
kBaQ7y7qbsF_gMi0cEp2Bg,1
p_bUsbOgUsKSPRtbBzErxw,1
9rqcx3TaIo6Tkacr81JlYw,1
tInrGCzll4k9hF34Ye1rvQ,1
CCVh8YKdN3c-WgqEbzya3A,1
Tvx9Yk2jvATtGDPTUG1GQw,1
kzqx6Z2sse8PV3hVCVEw4g,1
Z0o7EnCj3fgzC7E3QRabhQ,1
DVB-m7zPZ2muSqTvP0W5Zw,1
gnkyosoOepBUqog7iDdggQ,1
um_o0pxQ3DlRI9EfCzw0hw,1
VMlDCzJf95y_LgTnl0XzSg,1
x2CLU-qw2Hpwu2vSGLEorg,1
w737ZnuyX-k0_0J_t0vkmQ,1
_WeKQLCZ_oWlJ6Tcql0n-Q,3
igKEsdnA7swgUUZBsH1dUg,3
dy9VGj4N-sJD1bGse9y9Zw,1
gvTPEOdT-mdJbsmyZ4YVdQ,0
y0phdNciJfDRahaIpoqKkg,1
jtLHh-2UPlTVojaY4kM08Q,1
FQ9Q_WmEcAjHeyLzGq86mg,1
p3JG2He3UptGY0eqc2YX8g,1
Wfl_ch21ojyHsPnkvvnstw,1
3Ns2ZExtcx-D3ycUcy4sPA,0
JzB7NITHQ7gVHGVZ1ntgIQ,1
k8BbpXbHHsZyyJ2W4i-8TQ,0
66EYUS3iichq-Gn6KjgX2A,1
CjCzBrmJsCSRAu-LyH8pyA,1
8G3A8xHq9lgTMcSqazfFaA,1
6syNyecOEcdrp1Q7gv4XhQ,1
Ja6XZ62g2hw1XOV4Kkm1Aw,2
xv71h5LvRsMma4wpwypiQw,3
4PJqZJ7nKfPQO3sYNxQiQw,1
5thrJ65LxYTv8_d200uTbQ,1
ACKOgPzUkd8uoglRw5194Q,1
72KojSHoxp8DissRtcXn-g,2
57_msr8gjNakjGO-1f6B_g,1
I_eD8xEVals_6ujsPCrM1g,3
B925b3Vs0wKhKIr_5j9E4A,0
IzE7CcTrNjIe7SPDQGrCiA,1
WRlcASYWlNYmMr9lHOYw1Q,1
zJGtD3y-pAIGNId4codEEg,1
gdXfiX8gRpe2TeaWZJoOHQ,1
O9oZX-DyYhWaJC8GvtJyeA,1
-h63vGh2VmYtijnvp1PoPA,0
bJ44rSxMNTAAF_WGI_jDEw,1
KowfRkKCR1qYzIM3-M6FBA,1
Z2NIEKTVVP2nEmOF4jNxqQ,1
gPc4tXMS_wt4g2yVUmco8w,1
ZbrVVl1bCyrlMuVkJb9osw,0
6KUPnYqFBhZHzUFLqOpbaA,1
3YyG6npW4_PbreY6lGwmYg,1
PRbIMseOwPCCRv5C4SfTDQ,1
fg69aogbeD-GKjmr_4cN4w,0
vCjosSwslY0Cuc6NjZavRw,0
arKgWnu1uCcQxG0Wvqs7dw,0
b_PiGpk0PZyBpckb1TFITg,1
EzvQSacRpQhFU_p8NgiVJw,1
7YmqLsiqjP20G3PtxRjBgg,1
IVbvOKxV9mN1OuZBl-3_rA,1
9XcWAcp1dCpcLcHTBENn-Q,1
TpmjeTolTWODwKd434Z8EA,1
fpwMWuKAR8joNW1B4N3e5w,1
a3xv_aV6lDU2qk0YShssEA,1
PZIK9lzwTx7j-uvYS1tIGQ,0
Yed9qjV3_HbrhzIIbdHERQ,0
ngjl1kOSXpdP38gZHCGY5Q,1
tOQ-MlKCdLB1wna0m6lsfw,0
WeKF3N1MK0eJQmZdxPL9pQ,1
Zt9Me4sjL3bD9WDZ4g_i_A,1
pPhuVbly0ZjyrhIhFazANA,1
67IWr5jwskv0-RwWAhkTaA,0
ma84FFEpfCPyl7U7wqulgQ,0
SzTbr5cAfX9j8DFhIn7sDQ,1
AsVR-X40wAzI7z7oRpsbTA,0
PLY0Nedm170y61vqNlIzxg,1
E8b-loa-89wsnJpu9ff_Gg,1
jHL_hHbA1qxZk_RRVq96_A,1
Zt4ljpwfmBufatNM1zPNcQ,1
1-b05KzlioUXxSbl53gcNg,0
fWXQc0qs-o7e8XatXSL6cQ,0
N0N4mD2DTgR4BR8SlIwLSA,1
G03yt8WuN1v0bCD8mvoDiA,0
kBfz-4wxdyNb3OOip3e2xw,0
DESv2ys6SjBKA4SyDtJvxw,1
okSpbU86tbKULQtz3vT-Bw,1
oVs5DAjQpv7oiXE2CyeJ5A,1
P-nqq5kOv2wV2mB5To5elQ,1
VXVrYjLRqNpQY-ogN9ztmQ,1
E62l6LwZJ7lKaExcUbrtYw,1
OHWebQuqI-AbB00zpLnWDg,1
4i28EAuhdEvefJnM74ihpA,2
XP0YZRa6Un25QaOH2g1ivA,1
W7NYA7Eo_C4EN30tz7q2aQ,3
lvuuyYZ-CzFrg1BLdV2OPw,1
ydYaEuoB-6XX__XFrny0Uw,1
Ej_TupknUGM1f3V5lDc9IA,0
68PJJkcq_i0SlLqO6t7Qxw,1
e0blPZYr39r3ohUDFA-MnQ,3
0Rni7ocMC_Lg2UH0lDeKMQ,1
oddJ8BhzGCrwlRbY9Qm7dQ,0
Bveb2P1efYgsS6SzqOqtOg,0
hQRzxCiSJ4OBHVwQgJecsA,1
7N3MyhBXZxT7vK9bvH0lfg,1
UhAQ8WpAjKo-md_CLGyPmw,1
dJzRwJytL1ECqYA98aHQaQ,1
aFUPfnjTP9RKF6k1P6YFug,1
YJ05ntGlszxACOD5zn1YjA,1
nWbYvXpikLfAh4S6AkG45A,0
AMsfjpim5WohOzQJOtLyQg,1
DW0ZvWuYaSvMcB_3LG5RGg,1
Mdr4xzMUeZQSakq3XJwG3w,0
kop3oepzQWSruQTGDcIGOg,1
gkQNfTEV_XprRvnfZEXPWg,2
ScZ6USN3-uw9Rb9Jl97_MQ,0
EVe1uRxc6qBdvd9lTWSH4g,1
uu5AtMrz_94e8kk4Gixg9Q,1
Zpydi0JmOp3XXL5hDGALXg,2
Tio3EL8WMRtbmVk0Ga2XFA,1
WM7Ckyt1oh2LaQPdkYhMwg,1
Js5BeKW-TOkf1i1RJ1MmkA,1
tWOajw5BBlJghrigX9zhnA,1
ix7XQ6souaFoIu4DUTHdmA,1
Rpdq7PHGvpSWQcYwuHlgUA,0
EdIFp1tdPi1267hm3da6Nw,2
sVoeqb0-JCf82n4z9cUJLA,1
9vfaEtUIDbfoSRKoykuEKQ,1
9c3LlXubVkbMwIrS8dIp0Q,1
ursDrWED3OpHKZXTDE1FPg,1
fXqlzAM6PTXUGrU4y33LzQ,1
dozATj855PR-iAh6UnN50w,0
P_hxMztt6p0Z3c7wXoV2ig,1
UkWme3kwg6L9rd4tCNB15w,1
FnQ-_pGdw11za0LQ_aORxQ,1
b_1PW3gMqzHvkAFseap3yQ,3
KqIlYxhS64da2dGfXkrDmg,1
kKWSrSDS3buqvlm6_Quzpw,1
pJsJBzOeBIV9pOWMuq-vMw,1
7YV-tNbr2-5rbf0atsntsg,3
q0hAKzn_LmyUiScCuWS4Hg,1
exysqt4RqxkF9I8Z2NEUsQ,2
EDA8Xe7olLtFPHZMVTfNrg,0
mmTUGqCoZ28CAHNmY-ZTwg,1
eIO1Gj0MX29aQXTIEdCpqA,0
h7Mw3lNMGttGNlNs68Bucw,1
r-5yS142bmcF2yy9xD3yKg,1
XFFRWQjmc41_5iuxI12xgQ,1
mJ3KbEz2fEMTGXc30cz9Aw,1
mS_dBSMFiDJn4UVc0iv6Hg,0
Jzc4lKBUUNo_DD-9aQJsbQ,2
HlYzk84INQaNslFT-lyBFw,1
geVM8YqBzb_8kXR2Z0YsCA,1
jyZqmlaziZKtPv8AVTzciw,0
d1g99-npBycSRnz9ZiKhrQ,0
Fll5sCBsLpwpss87z9ikQg,2
MWz0bsc2-6owh93-i8p0zw,1
QH2OSulslnQ7Yn8Xs81SPg,1
i8x1ZPvmdYGu6yH_wvgNkg,1
kMpSlMuwKQyExipYlr_uVw,1
gXpGMGBAv1lfQEcPOzahag,1
jfdUtdkXogP2kjK5KTdc8g,1
ly0oNXKOoSZyr0mzOsVJhg,1
W_V0y_N6AI8DKY3Bqq6ZeA,1
lRMM0iR_H0MA7w6ZnDqQMw,0
tX_ii6gqT6WS12H_JV1zRA,1
hA5XQUJBdAb72yHCponG2g,0
XeF3jqk2a5r6R_clrSZ71Q,0
jtC1InrFV8gK2NRSCto05Q,0
vLOvmZzpcQv4e3wruKtl7g,3
tH_ObhULoHCb1n08pbHgHQ,1
U3Ah385YhvlraXsKcEeZ4g,1
_dGND4z03G9REQh_KvfLUw,2
9sfoeSIiVhZdF-8bIGcq_g,1
ZLNNXEZaCMhXuUovRTIGTw,1
S6TMBqrsi4PLRFoQFPScjQ,1
9h-dDy31vMwnlBoX3A7SSQ,2
CgCkOG9Z5gCO3fgq-ficpQ,1
eMYeEapscbKNqUDCx705hg,2
2Y-28XrkMeeA4FFvv_73tw,0
M8PMF8Twcq4Cp7ppoQTE7Q,0
4tiFtmGNFcvKRSPXPVT8Hw,1
qL1YorxvE_D-xoPF9f6f8w,1
vXhlnFw9k5ch1GVFOlddgQ,1
SY-tkMJOgHqgbUd1tD-yBQ,0
2pTq2dbPsSQwQJWUH5tE-w,1
7Br0CXRXR7qcMbZwmaiI5Q,1
12ZacUSAi2ApUIJuNL_S-g,0
9uGTVWSioqn6sDPd87uVWg,1
qUqmTlchliF55jF7s4Xlmw,1
EHYrQVlXkln_zH1v1bWOdw,1
mlIWrR4wMNXydqjU3qUCVQ,1
KmsaDVRln9HpsK5vJxFLKA,1
LISkzAvqDOFZMdxaX9ryjQ,1
hovoWva_UjbnyLWEbnFvBw,1
9irqLgBwUal_HI0mNkqTEQ,1
RO1h2JPbvp0QeqSHDJbeKw,0
uCp2K_Gd5Kv4--WvB4Dtcw,1
j4jsgp-e315s11ehJfRzAA,1
HuYlRAcfXmDEvUVbss--lQ,1
GTlqxvQBw13ScKY23T3gDA,1
TjpjYgP5PgV31Z21vy9bOg,0
mA3kz245czbdqAyJMg9BsQ,1
gqGrMnDYEToXOYajBuEvKQ,2
VHl_CX2rfWviSQdvrpmnyw,0
mQqdGjf2YQSorUooA3zdSQ,1
9yZPy1Vlr6W7J9tpLFubXA,1
wsVg8S53Xl3rxjA53E1S-g,1
zo8hCKJPpVTFnhqj08KInQ,0
n145LryfnlGQ_X2rgqT5XA,0
OGARoKckCz_DUk6A8aEtzw,1
aj5YAswxKlp8C-NK9mSgtQ,0
sHnN3JliwVWvGX76Odmlbw,1
gLqFQmAPDX88Fu3ETbBadw,0
5EMadlOW4sta6CEtJHf9uQ,1
_MGHIRcj3NBE5esngtHz4Q,1
fukaxeFh8W9ijOp8sCrDyA,1
Axz55vNN-HHUeXpSOodbeg,2
DqEsZZKGxJojfj9A5Hieog,1
MhPYEJxc12CcQ4VdBCnyiQ,1
XUDOc980cjB0PZvVS-T6Eg,1
77N3luh2YzfJFJGFIfqqbw,1
4Nj2ktP2NjCbv2aKeH3ZBg,1
5Qcp-YbmUYHJ7eIvVDq1Nw,0
5lHjBA6MSYlYCuub4x8flw,1
R_z9LFtqbBB9pANO530w9w,0
mAIPUQPJiWXudRbOaBX33g,1
m45sH6c22jlIS-a3ZjckwQ,1
Nv1PVoMJjKSutxCnGRYbnA,1
0C6uuZBD7xKS-uucgwoyQw,0
VmVTDmlLZdwoRVTJO4niaQ,1
7HQJ8q9_p9OR3XLPBH1NGQ,1
sWeVNiPulXsD8PWhEtn9Ew,2
IxDYVpjEeCxZ8HsZnthvdw,1
H-SO-RdX_umCon5hwRsYww,1
nGaHAOp191884-yx5CHHCg,1
lJDnML8EVAc_muLXhN32Yw,1
HckbDALXYG34UZwRxi_gUw,0
_QL-D_zQ-RSdlsMZF3TLyg,1
VvXI3pyUFl1MAimZsX5RrA,1
72AGUhk0-UFaOJZJDNl0WQ,1
Rsvjo8H6AjqylNRX_6ZcZg,0
5T0h9YCsXiDZyBsVIN9gcg,1
nmOJhPW62nCiuXHJuWooIg,2
whTqmbE6OzlJUhm_vMtKqw,1
-U_0rpIpGpOi-tokc91HUQ,1
CNXUru6x_qrG8R-IeOuwgQ,1
Dm9p-2DX-3ID90_DsLHauQ,0
Fs9EzbgDOO4IvFZrgu8a-Q,0
NT_jvYrU2aCw5iymUbyBrA,1
Ibp4hEKSE8JaX9OvfEiFqg,1
RI-dk_hgC_jDMNBKWAy-ww,0
StNAnvyhVISULAFmO_Ke1Q,1
KTRj73d4kMzxQj8CrDpfcA,3
aW5K1F2FRoQaCvGLOezjcQ,2
GlCrPPmy9jXn54YzmgoStg,0
0F42T07SdUQY24pidn9QwQ,1
fC79HX3RsJPbppAPt0bA6A,3
RyTKm8McePjwsL8ggEHOYA,1
oPGUbqBpHNZvVu9gAFJbMQ,1
QrTg1ZaKcaJj2fzXQmHFXQ,0
Y2jzZLuaLZXby00Nv_BtGQ,0
uVxckFsBlewiDoQgpOafqA,1
jMArT7rSpW3Be8CaI6wo-w,1
QR3kNmPDia-vV_fOxgaQKQ,2
lZlaPghRe2Z1EkMUsFKOuw,1
lOYwF4VUJKe2BJ0i7zZeYQ,1
j4Ms51MtI4arORwaICNfCw,0
3YV-GLtQLI3sbZDZ-0NN4Q,1
CKJnoUSWocdVIj6Fqbgm5g,1
B9pMUND3peh4fFtGmqA4LA,1
pW-fOxuaWBkIhum5NANx2w,0
zXO__HLv4CqHJ7LJNUOc2A,1
GZifPY-KTnZQ9iYfGwT2wg,1
MZkP-I91Df4XgmVelGBGng,1
FiG8PzWKRYehtPPcPtOStw,1
bRmb81XDG3E2SOHARBLTog,1
D38nHcnLTnw3xhhiI2apyQ,0
Lr-4FHCSR_FCtrt9LQCjKw,1
p29R4kMODw155BAEZNtD7A,0
RMG_Sp9tVZ-j3WfQoxxbeg,1
RkOguMKU13hPglELb6t2Vg,0
5_PpFtjeLq1seO84SapJWw,3
vBJ3qJi2Hk_OyYV_FkqCtw,2
dd912h3cntI-oG6iYWuxSQ,1
y9O_HuG9yebxeXLvqbZkUA,0
LyVLSt5aLx-4Ll2XB-U-5Q,1
9TWjqz8dKelXezZRKW5XMQ,1
w41-qwXbDR7mJ0Eq_aBe4A,0
pR6N_BMlTcIFB8cF_Zv4Yw,2
ugPCIr4fZXtuHbC6xNctaA,1
o6G4oW_FnL1pgC7fu4TDiQ,0
MmAUQLgMUJbqsZ9oNLxQHw,2
O0XcTrBa8dR_kjoi4P8hww,1
KL4hnoYPldTkTmV2SL3Kpg,1
rZ323fzw5QH2g_P1jPENyw,3
k3usuzYs_UVBkSgUbmthdQ,1
WB8BmFMORvshjb7tBw0e0Q,1
2RIcAKwFl3_mJEVZCJfKqA,1
P3fkbYxzCAY00KCKmjPGwQ,0
b6aNviIaJjWxVHV4KkRR9w,1
RZ8LCRbnRwG8YgzlhiH03A,1
bvtck6zoM3bJVJyucDB0yQ,1
NXTsT01IVpKYPpa_1L-Rlw,1
l_aV5Vlllop0-JE8FOiXLA,1
wonQ-ZsUKzCMF9Er3uGF8A,0
STukQhp01a__zTsHMBiyow,1
rVZfapnQgyVLsNWA583u-A,0
2XibM_ahlC7kRP59gLOnCA,2
jJALMyBDfqOjzuuQAooDtw,0
i-2OzvZUDtvKCMq1vcRSZg,1
wJnhUJCOYkncLPZAwaMffA,1
W-oHC268qtnU6qUrpKW41A,1
b7cZMaV6GYVSl0uKbKGyqg,1
JDZ6_yycNQFTpUZzLIKHUg,1
AsxJ2eqJ82F4BTx7q0lmrQ,0
ZrJhxuz4RHr4SA8Cr7jv2A,0
bKj_nnb2wyXduNoFXDeR9w,0
-PkxxFbXpu0xBUB3rc0O6Q,1
35AWV2l8s2DbBxKbexPU7A,0
nVMw0d7zD5Z2VTPDey61qg,2
jgtWfJCJZty_Nctqpdtp3g,0
jziUCL-ivgSk_taMqGcGPg,1
d3qVYJJ59x1k_oYxiW9TSQ,1
LIU7IcJtD9VieoIo__wd9Q,0
Fj_3SVWi2oAqCbhi-fSkhg,1
No5AZnK4YUZ6_aspRa-r8w,1
r8764MtYyt8JhxMvrfM_xQ,1
6Ege_N9uJ-rtKIs1TNA8aQ,0
zravs6cwUxUWsxf1z4P3_Q,0
OKUiKL_s5CrrLFAuEeB5MQ,1
XhdshlTyqiLVMpCYt4H2QQ,1
eVNc3F0Xlc7vkYC3C5jjdg,1
ltGrILPoBdhDPW7puGmI1Q,2
VJ46ohh-N7iHKfEX1z7mcg,0
CyaiHieU5WcosKWIwyOX9g,0
ITypt_TzfHA98OahkBgz_w,2
xdD3EXvF_p9WUiwwKpol_w,1
Ct5sRk9Qm--neTRwXrq2uA,1
7RY6ARllxXFXYTTXtP-8Eg,0
tceyCEFQqVC3yJa9i5Pm7A,2
EsCpkEQo_3wFw5gP-Pz6GA,1
ZPGFuKm0bAc5-gcOwy0pAw,1
lrv5YU-DUI6DhtW_iX1vyA,1
r1vcpe1gZ7XHg2sgveoQ8A,1
d6CDmV1xLFN_Jd9o_rZrKg,0
olFOJSxjLQPu_k0gBFSyCg,2
kywgPe0g6aVoq4VOMRMX1w,1
9HC5xHX8QE8VmGd-wCKEaA,1
J2hBRdHuiSPqUzm7YiK6gQ,1
KKUfGvyBDVqdZXXqS3uDrw,1
s2oTzh21fWMXy4YrSAq_wQ,1
rdecr4xz5BJEs7ZJW01H_w,1
069TWjwxctY-3X_TitxJKQ,1
10ELp0f3kgGfXPQNQq77ew,0
_Li7ZgVb2L15InDOB4y6Kw,0
yy9woaGln_rHhpJ7aadrGw,1
shbWXTQdfsmiOVtiROkREA,1
6ILD1Lc_TWYUFyFXdubAew,1
_8VVawSvZbHs7Jts1_768g,1
yIWXPPGbePgPup6gz6ttNA,1
hiIxnbmnl9Pyy_PPzbocrg,1
J6qWt6XIUmIGFHX5rQJA-w,2
1CxCa62S7kEhL7nIbaY4Hg,0
qsCoUN2TRL47ucTzo9D6xA,3
XN2F8TWEEf_ZV_lpAuP7tA,0
jMZxeaQTu0fY0M4iv1cVyw,1
bm6cNIis145xOuUo9GZZNQ,1
Rb2s2-2kIvbPXnPEuM_OBg,1
mJFdBXviC-1YRtY51XnS6A,1
FU6AekK18XL9O3x7HNTGqQ,2
rl0_CZQDJDlXfZiHe9tZ8A,0
LyotPPrctr56Qx4f3cVXYQ,1
M3VcPBiMvhsEJSGUHvXu2w,1
rxglJ4Lz6ZIkBrAMb_HGMQ,1
msJmDVMEd2fOnO5GEuWsoA,1
XjmHPe0H91BlJ3gwJb7OiA,1
_-yfxwYmY3RrbJ_BXztrYA,0
EnwLYvr22hc0bJOUeSz38A,2
AV8z_6v18EwjaCKghOPwEA,2
5kA4hmzNNWGGrwvoiGnIrg,0
KdwiHE-qO6WvraJfl6-ffQ,1
GExBRJlMjO12lCx72OGzjA,0
hzdFL2bdWohzZ2RM4fiYYQ,0
eyy4s1k5hne3UC8cF_xwXw,0
sePTDv1dGHPID7kwuNzXaA,1
z3hD4GX5gSJtuqNhN-o2cg,0
E7WzNqwMMifJkPZtuKOgRg,1
_O2_jwNT_3FDaSRZ50jvrw,1
b_8jCti0vuouJ_fjZpdmZw,1
721zzieREzx5WBxY3khmmA,1
0nJgoF9hAi6f2K7XInr1hQ,1
UGV4Q5CWpKXiWIXaYHrGVw,1
_8Os_hsIMqO7njlJChHdvA,1
Yiz2cRBakfVUOHsThLKyoQ,0
y6Dn0tm-rLmg8y80mQoVUw,1
nCY06x0LZ71W3sUbA04X6Q,1
tJZPa_-geYx74pgaHZ9TYg,0
_ru4II-k7cieGsYyUhTjqw,1
vVlMA3fAXrf7pqpwBleE_w,1
gIIEgpdUPm1IMs-yKl-91A,1
K67pkQljTFTW_P-7xUQrFw,2
rOOn-eWAaoSx-1omIO-KZw,1
yhtOs_zYTFfialws3ghKYA,1
iEzTNjhqjLsmsIkvQAYYvw,1
TINqpvaOjgVHiu4wgWZOhw,1
qUWqjjjfpB2-4P3He5rsKw,1
kPfhSK0kcUmOTmC5DEjaDw,1
lTixk1IT-D4hoMZ6LgoyHQ,0
6x3zxKZ9GAu1HGH3fDbYyA,0
ZP7U4qUCMjIvasWV7a_mgg,1
HaOvuZUzCLbObQfT8H44fw,0
99KYZZWzN2VH5L_w1GjaYw,1
8owN7MXEQ4SC_3coyc7WPQ,1
sPwgafejYVdf8hd4-oDYVg,1
QtwLIj50i-BwvpjfDU-p9g,1
lVN1516THpVQ7NtU7f-eNw,1
OiE0TLzbEATzIW8CbGWigA,1
LLGGe9k7NTVy1Z2wH1_Uew,0
Sk_goTnoF47baNHScn3LRA,2
9tu5FsIllqAUyXvIjmjQkA,1
slTQ6iUD_Wg4piK0R8m4kw,1
-_TSaVr53qiEGqMkwyEMaQ,1
kofI6fYlJNEkmoixu9YAIQ,1
qPVrj5LytL6Ic6BW8tXc4A,1
X0Tczp3XH3qTinliAM5TEA,1
